Date,Region,Temperature (°C),Rainfall (mm),Humidity (%),Crop Yield Impact Score,fruit_Commodity,fruit_Price per Unit (LKR/kg),vegitable_Commodity,vegitable_Price per Unit (LKR/kg)
5/16/2022,Mannar,23.2,21.7,61.8,0.76,Custard Apple,208.48,Pennywort,178.02
5/16/2022,Matale,27.9,27.4,50.7,1.7,Custard Apple,231.62,Pennywort,195.4
5/16/2022,Matara,30.9,379.6,79.8,1.2,Custard Apple,190.85,Pennywort,100.67
5/16/2022,Monaragala,29.9,248.2,89,0.95,Custard Apple,245.21,Pennywort,296.85
5/16/2022,Mullaitivu,31.1,262,54.2,1.33,Custard Apple,202.28,Pennywort,482.47
5/16/2022,Nuwara Eliya,31.7,110.6,68.7,1.29,Custard Apple,74.78,Pennywort,412.96
5/16/2022,Polonnaruwa,25.9,53.7,82.2,0.67,Custard Apple,169.68,Pennywort,327.69
5/16/2022,Puttalam,36.4,93,79.2,1.79,Custard Apple,361.74,Pennywort,353.24
5/16/2022,Ratnapura,35.4,152.8,83.4,1.2,Custard Apple,332.73,Pennywort,343.79
5/16/2022,Trincomalee,32.4,164,88.6,0.6,Custard Apple,300.52,Pennywort,184.44
5/16/2022,Vavuniya,25.1,279.3,69.1,0.52,Custard Apple,464.78,Pennywort,263.53
5/16/2022,Ampara,25,396.2,78.7,0.79,Gooseberry,188.23,Leeks,318.73
5/16/2022,Anuradhapura,31.8,300.4,82.7,0.75,Gooseberry,149.68,Leeks,325.49
5/16/2022,Badulla,33.6,134.9,74.5,1.89,Gooseberry,366.74,Leeks,99.21
5/16/2022,Batticaloa,33.6,285.3,72,0.73,Gooseberry,269.58,Leeks,479.42
5/16/2022,Colombo,30.1,363.9,92.9,0.68,Gooseberry,271.76,Leeks,139.81
5/16/2022,Galle,37.1,226.8,69.9,1.29,Gooseberry,339.42,Leeks,145.37
5/16/2022,Gampaha,37.4,205.7,58.1,1.46,Gooseberry,482.98,Leeks,75.4
5/16/2022,Hambantota,37.7,120.8,90.2,1.63,Gooseberry,339.34,Leeks,303.79
5/16/2022,Jaffna,33.7,23,63.7,1.93,Gooseberry,450.52,Leeks,219.18
5/16/2022,Kalutara,35.3,79.3,74.6,1.83,Gooseberry,73.9,Leeks,248.49
5/16/2022,Kandy,25.2,29.9,62.1,1.12,Gooseberry,346.03,Leeks,194.12
5/16/2022,Kegalle,30.4,191.5,91.3,1.95,Gooseberry,234.6,Leeks,433.24
5/16/2022,Kilinochchi,35.4,28.7,80.1,1.76,Gooseberry,448.49,Leeks,453.1
5/16/2022,Kurunegala,20.4,63.6,72.8,1.73,Gooseberry,290.18,Leeks,75.96
5/16/2022,Mannar,23.2,21.7,61.8,0.76,Gooseberry,301.69,Leeks,275.76
5/16/2022,Matale,27.9,27.4,50.7,1.7,Gooseberry,438.73,Leeks,217.32
5/17/2022,Matara,30.9,379.6,79.8,1.2,Gooseberry,243.68,Leeks,346.15
5/17/2022,Monaragala,29.9,248.2,89,0.95,Gooseberry,156.9,Leeks,238.07
5/17/2022,Mullaitivu,31.1,262,54.2,1.33,Gooseberry,118.52,Leeks,334.13
5/17/2022,Nuwara Eliya,31.7,110.6,68.7,1.29,Gooseberry,216.54,Leeks,77.39
5/17/2022,Polonnaruwa,25.9,53.7,82.2,0.67,Gooseberry,141.31,Leeks,192.91
5/17/2022,Puttalam,36.4,93,79.2,1.79,Gooseberry,418.2,Leeks,415.6
5/17/2022,Ratnapura,35.4,152.8,83.4,1.2,Gooseberry,268.54,Leeks,490.83
5/17/2022,Trincomalee,32.4,164,88.6,0.6,Gooseberry,84.25,Leeks,149.84
5/17/2022,Vavuniya,25.1,279.3,69.1,0.52,Gooseberry,287.21,Leeks,373.82
5/17/2022,Ampara,25,396.2,78.7,0.79,Pomegranate,297.27,Carrot,229.31
5/17/2022,Anuradhapura,31.8,300.4,82.7,0.75,Pomegranate,167.34,Carrot,485.72
5/17/2022,Badulla,33.6,134.9,74.5,1.89,Pomegranate,493.7,Carrot,371.4
5/17/2022,Batticaloa,33.6,285.3,72,0.73,Pomegranate,243.17,Carrot,161.87
5/17/2022,Colombo,30.1,363.9,92.9,0.68,Pomegranate,157.97,Carrot,395.86
5/17/2022,Galle,37.1,226.8,69.9,1.29,Pomegranate,233.39,Carrot,309.16
5/17/2022,Gampaha,37.4,205.7,58.1,1.46,Pomegranate,347.59,Carrot,362.83
5/17/2022,Hambantota,37.7,120.8,90.2,1.63,Pomegranate,260.71,Carrot,109.05
5/17/2022,Jaffna,33.7,23,63.7,1.93,Pomegranate,426.04,Carrot,419.36
5/17/2022,Kalutara,35.3,79.3,74.6,1.83,Pomegranate,403.98,Carrot,252.53
5/17/2022,Kandy,25.2,29.9,62.1,1.12,Pomegranate,143.87,Carrot,116.69
5/17/2022,Kegalle,30.4,191.5,91.3,1.95,Pomegranate,78.12,Carrot,112.81
5/17/2022,Kilinochchi,35.4,28.7,80.1,1.76,Pomegranate,266.66,Carrot,316.21
5/17/2022,Kurunegala,20.4,63.6,72.8,1.73,Pomegranate,234.7,Carrot,498.61
5/17/2022,Mannar,23.2,21.7,61.8,0.76,Pomegranate,165.37,Carrot,252.29
5/17/2022,Matale,27.9,27.4,50.7,1.7,Pomegranate,85.51,Carrot,101.55
5/17/2022,Matara,30.9,379.6,79.8,1.2,Pomegranate,340.91,Carrot,247.85
5/17/2022,Monaragala,29.9,248.2,89,0.95,Pomegranate,267.08,Carrot,415.78
5/17/2022,Mullaitivu,31.1,262,54.2,1.33,Pomegranate,54.89,Carrot,153.89
5/17/2022,Nuwara Eliya,31.7,110.6,68.7,1.29,Pomegranate,440.66,Carrot,244.57
5/17/2022,Polonnaruwa,25.9,53.7,82.2,0.67,Pomegranate,216.7,Carrot,396.22
5/17/2022,Puttalam,36.4,93,79.2,1.79,Pomegranate,334.49,Carrot,324.01
5/17/2022,Ratnapura,35.4,152.8,83.4,1.2,Pomegranate,481.95,Carrot,92.7
5/17/2022,Trincomalee,32.4,164,88.6,0.6,Pomegranate,377.66,Carrot,445.46
5/17/2022,Vavuniya,25.1,279.3,69.1,0.52,Pomegranate,281.66,Carrot,325.03
5/17/2022,Ampara,25,396.2,78.7,0.79,Orange,319.06,Beetroot,473.02
5/17/2022,Anuradhapura,31.8,300.4,82.7,0.75,Orange,214.87,Beetroot,446.55
5/17/2022,Badulla,33.6,134.9,74.5,1.89,Orange,104.91,Beetroot,63.41
5/17/2022,Batticaloa,33.6,285.3,72,0.73,Orange,404.63,Beetroot,307.16
5/17/2022,Colombo,30.1,363.9,92.9,0.68,Orange,419.51,Beetroot,200.33
5/17/2022,Galle,37.1,226.8,69.9,1.29,Orange,165.68,Beetroot,425.89
5/17/2022,Gampaha,37.4,205.7,58.1,1.46,Orange,360.92,Beetroot,499.39
5/17/2022,Hambantota,37.7,120.8,90.2,1.63,Orange,106.7,Beetroot,70.04
5/17/2022,Jaffna,33.7,23,63.7,1.93,Orange,311.34,Beetroot,92.58
5/17/2022,Kalutara,35.3,79.3,74.6,1.83,Orange,83.57,Beetroot,424.76
5/17/2022,Kandy,25.2,29.9,62.1,1.12,Orange,103.67,Beetroot,173.22
5/17/2022,Kegalle,30.4,191.5,91.3,1.95,Orange,381.93,Beetroot,481.93
5/17/2022,Kilinochchi,35.4,28.7,80.1,1.76,Orange,142.2,Beetroot,208.02
5/17/2022,Kurunegala,20.4,63.6,72.8,1.73,Orange,432.97,Beetroot,181.81
5/17/2022,Mannar,23.2,21.7,61.8,0.76,Orange,362.09,Beetroot,362.18
5/17/2022,Matale,27.9,27.4,50.7,1.7,Orange,348.18,Beetroot,127.83
5/17/2022,Matara,30.9,379.6,79.8,1.2,Orange,288.16,Beetroot,195.68
5/17/2022,Monaragala,29.9,248.2,89,0.95,Orange,471.28,Beetroot,474.18
5/17/2022,Mullaitivu,31.1,262,54.2,1.33,Orange,301.17,Beetroot,59
5/17/2022,Nuwara Eliya,31.7,110.6,68.7,1.29,Orange,324.05,Beetroot,376.27
5/17/2022,Polonnaruwa,25.9,53.7,82.2,0.67,Orange,193.87,Beetroot,107.74
5/17/2022,Puttalam,36.4,93,79.2,1.79,Orange,370.01,Beetroot,265.46
5/17/2022,Ratnapura,35.4,152.8,83.4,1.2,Orange,223.15,Beetroot,293.14
5/17/2022,Trincomalee,32.4,164,88.6,0.6,Orange,495.29,Beetroot,294.09
5/17/2022,Vavuniya,25.1,279.3,69.1,0.52,Orange,397.95,Beetroot,369.06
5/17/2022,Ampara,32.9,53,73.9,1.23,Banana,408.56,Cabbage,340.43
5/17/2022,Anuradhapura,27.7,210.3,88,1.63,Banana,418.6,Cabbage,133.71
5/17/2022,Badulla,27.3,138.3,57.8,1.12,Banana,252.92,Cabbage,183.12
5/17/2022,Batticaloa,36.1,26.2,60.7,1.78,Banana,157.38,Cabbage,410.14
5/17/2022,Colombo,26,334.6,83.5,0.85,Banana,140.39,Cabbage,313.86
5/17/2022,Galle,26.3,103.9,90.1,1.36,Banana,303.3,Cabbage,173.16
5/17/2022,Gampaha,36,262.4,66.9,1.84,Banana,182.26,Cabbage,97.98
5/17/2022,Hambantota,27.5,181.3,53.3,1.83,Banana,332.83,Cabbage,477.35
5/17/2022,Jaffna,21.1,73.5,63,0.82,Banana,450.36,Cabbage,490.76
5/17/2022,Kalutara,24.2,330.1,88.6,0.85,Banana,247.92,Cabbage,273.99
5/17/2022,Kandy,34.8,107.8,84,1.21,Banana,133.28,Cabbage,374.87
5/17/2022,Kegalle,33.3,0.4,62.8,0.5,Banana,415.5,Cabbage,391.28
5/18/2022,Kilinochchi,30.2,174.2,55,1.7,Banana,173.24,Cabbage,92.6
5/18/2022,Kurunegala,33,33.1,91.7,0.82,Banana,301.84,Cabbage,226.6
5/18/2022,Mannar,26.1,372,57.9,1.96,Banana,109.62,Cabbage,372.64
5/18/2022,Matale,20.9,254,73,1.45,Banana,329.4,Cabbage,366.4
5/18/2022,Matara,28.5,243.9,63.5,0.71,Banana,182.72,Cabbage,390.01
5/18/2022,Monaragala,26.7,394.6,72.6,1.74,Banana,151.3,Cabbage,386.76
5/18/2022,Mullaitivu,29.7,265.3,67.6,1.05,Banana,202.6,Cabbage,319.67
5/18/2022,Nuwara Eliya,33.7,217.6,88.7,1.92,Banana,422.29,Cabbage,225.2
5/18/2022,Polonnaruwa,36,167.4,65.8,2,Banana,449.87,Cabbage,155.54
5/18/2022,Puttalam,21.6,374.6,59.4,1.15,Banana,304.19,Cabbage,132.35
5/18/2022,Ratnapura,23.2,376.8,69.1,0.97,Banana,255.66,Cabbage,429.95
5/18/2022,Trincomalee,37.6,300.7,90.2,1.58,Banana,219.2,Cabbage,475.81
5/18/2022,Vavuniya,27.9,378.7,89.2,0.66,Banana,57.15,Cabbage,245.55
5/18/2022,Ampara,32.9,53,73.9,1.23,Papaya,125.63,Knol-Khol,337.95
5/18/2022,Anuradhapura,27.7,210.3,88,1.63,Papaya,200.77,Knol-Khol,342.56
5/18/2022,Badulla,27.3,138.3,57.8,1.12,Papaya,132.74,Knol-Khol,83.03
5/18/2022,Batticaloa,36.1,26.2,60.7,1.78,Papaya,199.48,Knol-Khol,415.16
5/18/2022,Colombo,26,334.6,83.5,0.85,Papaya,249.64,Knol-Khol,436.05
5/18/2022,Galle,26.3,103.9,90.1,1.36,Papaya,471.71,Knol-Khol,190.91
5/18/2022,Gampaha,36,262.4,66.9,1.84,Papaya,470.08,Knol-Khol,497.08
5/18/2022,Hambantota,27.5,181.3,53.3,1.83,Papaya,351.12,Knol-Khol,308.8
5/18/2022,Jaffna,21.1,73.5,63,0.82,Papaya,138.05,Knol-Khol,346.53
5/18/2022,Kalutara,24.2,330.1,88.6,0.85,Papaya,118.77,Knol-Khol,328.99
5/18/2022,Kandy,34.8,107.8,84,1.21,Papaya,146.97,Knol-Khol,380.75
5/18/2022,Kegalle,33.3,0.4,62.8,0.5,Papaya,334.96,Knol-Khol,197.88
5/18/2022,Kilinochchi,30.2,174.2,55,1.7,Papaya,473.87,Knol-Khol,446.91
5/18/2022,Kurunegala,33,33.1,91.7,0.82,Papaya,65.09,Knol-Khol,134.26
5/18/2022,Mannar,26.1,372,57.9,1.96,Papaya,295.1,Knol-Khol,91.49
5/18/2022,Matale,20.9,254,73,1.45,Papaya,494.09,Knol-Khol,498.91
5/18/2022,Matara,28.5,243.9,63.5,0.71,Papaya,438.63,Knol-Khol,396.04
5/18/2022,Monaragala,26.7,394.6,72.6,1.74,Papaya,237.42,Knol-Khol,337.79
5/18/2022,Mullaitivu,29.7,265.3,67.6,1.05,Papaya,358.5,Knol-Khol,225.2
5/18/2022,Nuwara Eliya,33.7,217.6,88.7,1.92,Papaya,115.55,Knol-Khol,72.65
5/18/2022,Polonnaruwa,36,167.4,65.8,2,Papaya,310.67,Knol-Khol,275.54
5/18/2022,Puttalam,21.6,374.6,59.4,1.15,Papaya,319.21,Knol-Khol,74.85
5/18/2022,Ratnapura,23.2,376.8,69.1,0.97,Papaya,170.2,Knol-Khol,219.3
5/18/2022,Trincomalee,37.6,300.7,90.2,1.58,Papaya,190.27,Knol-Khol,461.55
5/18/2022,Vavuniya,27.9,378.7,89.2,0.66,Papaya,95.28,Knol-Khol,420.3
5/18/2022,Ampara,32.9,53,73.9,1.23,Mango,381.78,Pumpkin,487.8
5/18/2022,Anuradhapura,27.7,210.3,88,1.63,Mango,192.71,Pumpkin,325.92
5/18/2022,Badulla,27.3,138.3,57.8,1.12,Mango,327.23,Pumpkin,412.65
5/18/2022,Batticaloa,36.1,26.2,60.7,1.78,Mango,436.85,Pumpkin,401.72
5/18/2022,Colombo,26,334.6,83.5,0.85,Mango,282.79,Pumpkin,314.24
5/18/2022,Galle,26.3,103.9,90.1,1.36,Mango,367.49,Pumpkin,296.75
5/18/2022,Gampaha,36,262.4,66.9,1.84,Mango,304.12,Pumpkin,400.72
5/18/2022,Hambantota,27.5,181.3,53.3,1.83,Mango,335.41,Pumpkin,322.33
5/18/2022,Jaffna,21.1,73.5,63,0.82,Mango,115.6,Pumpkin,208.95
5/18/2022,Kalutara,24.2,330.1,88.6,0.85,Mango,203.04,Pumpkin,379.43
5/18/2022,Kandy,34.8,107.8,84,1.21,Mango,183.44,Pumpkin,383.96
5/18/2022,Kegalle,33.3,0.4,62.8,0.5,Mango,478.44,Pumpkin,403.15
5/18/2022,Kilinochchi,30.2,174.2,55,1.7,Mango,389.3,Pumpkin,404.06
5/18/2022,Kurunegala,33,33.1,91.7,0.82,Mango,301.85,Pumpkin,230.91
5/18/2022,Mannar,26.1,372,57.9,1.96,Mango,140.9,Pumpkin,296.16
5/18/2022,Matale,20.9,254,73,1.45,Mango,210.38,Pumpkin,327.68
5/18/2022,Matara,28.5,243.9,63.5,0.71,Mango,227.97,Pumpkin,475.3
5/18/2022,Monaragala,26.7,394.6,72.6,1.74,Mango,194.65,Pumpkin,454.07
5/18/2022,Mullaitivu,29.7,265.3,67.6,1.05,Mango,441.93,Pumpkin,98.2
5/18/2022,Nuwara Eliya,33.7,217.6,88.7,1.92,Mango,385.64,Pumpkin,350.57
5/18/2022,Polonnaruwa,36,167.4,65.8,2,Mango,114.1,Pumpkin,162.81
5/18/2022,Puttalam,21.6,374.6,59.4,1.15,Mango,243.86,Pumpkin,342.72
5/18/2022,Ratnapura,23.2,376.8,69.1,0.97,Mango,225.83,Pumpkin,197.04
5/18/2022,Trincomalee,37.6,300.7,90.2,1.58,Mango,472.08,Pumpkin,451.11
5/18/2022,Vavuniya,27.9,378.7,89.2,0.66,Mango,254.29,Pumpkin,302.27
5/18/2022,Ampara,32.9,53,73.9,1.23,Pineapple,245.34,Onion,244.58
5/18/2022,Anuradhapura,27.7,210.3,88,1.63,Pineapple,424.3,Onion,447.82
5/18/2022,Badulla,27.3,138.3,57.8,1.12,Pineapple,88.09,Onion,88.55
5/18/2022,Batticaloa,36.1,26.2,60.7,1.78,Pineapple,298.53,Onion,238.73
5/18/2022,Colombo,26,334.6,83.5,0.85,Pineapple,418.93,Onion,266.22
5/18/2022,Galle,26.3,103.9,90.1,1.36,Pineapple,360.92,Onion,207.44
5/18/2022,Gampaha,36,262.4,66.9,1.84,Pineapple,425.55,Onion,75.59
5/18/2022,Hambantota,27.5,181.3,53.3,1.83,Pineapple,253.62,Onion,367.07
5/18/2022,Jaffna,21.1,73.5,63,0.82,Pineapple,246.1,Onion,451.03
5/19/2022,Kalutara,24.2,330.1,88.6,0.85,Pineapple,420.07,Onion,378.77
5/19/2022,Kandy,34.8,107.8,84,1.21,Pineapple,218.42,Onion,304.88
5/19/2022,Kegalle,33.3,0.4,62.8,0.5,Pineapple,423.73,Onion,302.29
5/19/2022,Kilinochchi,30.2,174.2,55,1.7,Pineapple,407.41,Onion,313.76
5/19/2022,Kurunegala,33,33.1,91.7,0.82,Pineapple,316.15,Onion,174.33
5/19/2022,Mannar,26.1,372,57.9,1.96,Pineapple,130.3,Onion,261.25
5/19/2022,Matale,20.9,254,73,1.45,Pineapple,426,Onion,426.48
5/19/2022,Matara,28.5,243.9,63.5,0.71,Pineapple,74.73,Onion,412.18
5/19/2022,Monaragala,26.7,394.6,72.6,1.74,Pineapple,133.95,Onion,137.53
5/19/2022,Mullaitivu,29.7,265.3,67.6,1.05,Pineapple,293.79,Onion,88.32
5/19/2022,Nuwara Eliya,33.7,217.6,88.7,1.92,Pineapple,423.54,Onion,419.5
5/19/2022,Polonnaruwa,36,167.4,65.8,2,Pineapple,106.65,Onion,477.39
5/19/2022,Puttalam,21.6,374.6,59.4,1.15,Pineapple,392.14,Onion,327.5
5/19/2022,Ratnapura,23.2,376.8,69.1,0.97,Pineapple,301.8,Onion,346.56
5/19/2022,Trincomalee,37.6,300.7,90.2,1.58,Pineapple,74.61,Onion,494.21
5/19/2022,Vavuniya,27.9,378.7,89.2,0.66,Pineapple,322.76,Onion,140.48
5/19/2022,Ampara,32.9,53,73.9,1.23,Wood Apple,396.57,Potato,117.64
5/19/2022,Anuradhapura,27.7,210.3,88,1.63,Wood Apple,411.15,Potato,226.72
5/19/2022,Badulla,27.3,138.3,57.8,1.12,Wood Apple,299.72,Potato,345.4
5/19/2022,Batticaloa,36.1,26.2,60.7,1.78,Wood Apple,244.48,Potato,320.86
5/19/2022,Colombo,26,334.6,83.5,0.85,Wood Apple,59.01,Potato,236.48
5/19/2022,Galle,26.3,103.9,90.1,1.36,Wood Apple,247.66,Potato,446.93
5/19/2022,Gampaha,36,262.4,66.9,1.84,Wood Apple,373.1,Potato,356.7
5/19/2022,Hambantota,27.5,181.3,53.3,1.83,Wood Apple,193.82,Potato,127.55
5/19/2022,Jaffna,21.1,73.5,63,0.82,Wood Apple,465.93,Potato,470.58
5/19/2022,Kalutara,24.2,330.1,88.6,0.85,Wood Apple,382.69,Potato,452.46
5/19/2022,Kandy,34.8,107.8,84,1.21,Wood Apple,283.97,Potato,484.71
5/19/2022,Kegalle,33.3,0.4,62.8,0.5,Wood Apple,107.99,Potato,464.67
5/19/2022,Kilinochchi,30.2,174.2,55,1.7,Wood Apple,335.92,Potato,422.82
5/19/2022,Kurunegala,33,33.1,91.7,0.82,Wood Apple,203.01,Potato,51.64
5/19/2022,Mannar,26.1,372,57.9,1.96,Wood Apple,106.47,Potato,261.17
5/19/2022,Matale,20.9,254,73,1.45,Wood Apple,357.02,Potato,320.11
5/19/2022,Matara,28.5,243.9,63.5,0.71,Wood Apple,349.53,Potato,479.52
5/19/2022,Monaragala,26.7,394.6,72.6,1.74,Wood Apple,273.51,Potato,239.82
5/19/2022,Mullaitivu,29.7,265.3,67.6,1.05,Wood Apple,346.72,Potato,453.19
5/19/2022,Nuwara Eliya,33.7,217.6,88.7,1.92,Wood Apple,476.19,Potato,312.86
5/19/2022,Polonnaruwa,36,167.4,65.8,2,Wood Apple,88.82,Potato,237.53
5/19/2022,Puttalam,21.6,374.6,59.4,1.15,Wood Apple,314.99,Potato,231.16
5/19/2022,Ratnapura,23.2,376.8,69.1,0.97,Wood Apple,148.88,Potato,484.24
5/19/2022,Trincomalee,37.6,300.7,90.2,1.58,Wood Apple,155.7,Potato,375.16
5/19/2022,Vavuniya,27.9,378.7,89.2,0.66,Wood Apple,408.95,Potato,329.84
5/19/2022,Ampara,32.9,53,73.9,1.23,Beli Fruit,84.3,Drumsticks,136.36
5/19/2022,Anuradhapura,27.7,210.3,88,1.63,Beli Fruit,166.03,Drumsticks,239.2
5/19/2022,Badulla,27.3,138.3,57.8,1.12,Beli Fruit,100.59,Drumsticks,240.86
5/19/2022,Batticaloa,36.1,26.2,60.7,1.78,Beli Fruit,486.79,Drumsticks,245.66
5/19/2022,Colombo,26,334.6,83.5,0.85,Beli Fruit,192.07,Drumsticks,65.81
5/19/2022,Galle,26.3,103.9,90.1,1.36,Beli Fruit,446.66,Drumsticks,81.48
5/19/2022,Gampaha,36,262.4,66.9,1.84,Beli Fruit,69.58,Drumsticks,275.63
5/19/2022,Hambantota,27.5,181.3,53.3,1.83,Beli Fruit,83.57,Drumsticks,460.34
5/19/2022,Jaffna,21.1,73.5,63,0.82,Beli Fruit,349.83,Drumsticks,254.65
5/19/2022,Kalutara,24.2,330.1,88.6,0.85,Beli Fruit,378.14,Drumsticks,240.12
5/19/2022,Kandy,34.8,107.8,84,1.21,Beli Fruit,473.36,Drumsticks,169.24
5/19/2022,Kegalle,33.3,0.4,62.8,0.5,Beli Fruit,443.72,Drumsticks,129.64
5/19/2022,Kilinochchi,30.2,174.2,55,1.7,Beli Fruit,238.76,Drumsticks,380.32
5/19/2022,Kurunegala,33,33.1,91.7,0.82,Beli Fruit,351.04,Drumsticks,59.66
5/19/2022,Mannar,26.1,372,57.9,1.96,Beli Fruit,253.68,Drumsticks,154.75
5/19/2022,Matale,20.9,254,73,1.45,Beli Fruit,226.72,Drumsticks,211.19
5/19/2022,Matara,28.5,243.9,63.5,0.71,Beli Fruit,403,Drumsticks,249.8
5/19/2022,Monaragala,26.7,394.6,72.6,1.74,Beli Fruit,156.15,Drumsticks,359.88
5/19/2022,Mullaitivu,29.7,265.3,67.6,1.05,Beli Fruit,323.47,Drumsticks,136.14
5/19/2022,Nuwara Eliya,33.7,217.6,88.7,1.92,Beli Fruit,139.35,Drumsticks,278.13
5/19/2022,Polonnaruwa,36,167.4,65.8,2,Beli Fruit,240.29,Drumsticks,248.44
5/19/2022,Puttalam,21.6,374.6,59.4,1.15,Beli Fruit,465.81,Drumsticks,412.14
5/19/2022,Ratnapura,23.2,376.8,69.1,0.97,Beli Fruit,70.56,Drumsticks,391.28
5/19/2022,Trincomalee,37.6,300.7,90.2,1.58,Beli Fruit,67.26,Drumsticks,265.41
5/19/2022,Vavuniya,27.9,378.7,89.2,0.66,Beli Fruit,359.64,Drumsticks,476.34
5/19/2022,Ampara,32.9,53,73.9,1.23,Guava,123.13,Jackfruit,155.64
5/19/2022,Anuradhapura,27.7,210.3,88,1.63,Guava,272.06,Jackfruit,205.9
5/19/2022,Badulla,27.3,138.3,57.8,1.12,Guava,320.01,Jackfruit,86
5/19/2022,Batticaloa,36.1,26.2,60.7,1.78,Guava,56.52,Jackfruit,77.33
5/19/2022,Colombo,26,334.6,83.5,0.85,Guava,214.98,Jackfruit,347.7
5/20/2022,Galle,26.3,103.9,90.1,1.36,Guava,173.2,Jackfruit,162.48
5/20/2022,Gampaha,36,262.4,66.9,1.84,Guava,412.61,Jackfruit,144.72
5/20/2022,Hambantota,27.5,181.3,53.3,1.83,Guava,458.12,Jackfruit,372.52
5/20/2022,Jaffna,21.1,73.5,63,0.82,Guava,283.58,Jackfruit,264.44
5/20/2022,Kalutara,24.2,330.1,88.6,0.85,Guava,359.45,Jackfruit,422.5
5/20/2022,Kandy,34.8,107.8,84,1.21,Guava,244,Jackfruit,291.54
5/20/2022,Kegalle,33.3,0.4,62.8,0.5,Guava,393.77,Jackfruit,361.5
5/20/2022,Kilinochchi,30.2,174.2,55,1.7,Guava,298.6,Jackfruit,302.37
5/20/2022,Kurunegala,33,33.1,91.7,0.82,Guava,499.39,Jackfruit,135.79
5/20/2022,Mannar,26.1,372,57.9,1.96,Guava,174.67,Jackfruit,328.39
5/20/2022,Matale,20.9,254,73,1.45,Guava,103.42,Jackfruit,303.23
5/20/2022,Matara,28.5,243.9,63.5,0.71,Guava,89.7,Jackfruit,90.18
5/20/2022,Monaragala,26.7,394.6,72.6,1.74,Guava,101.99,Jackfruit,161.46
5/20/2022,Mullaitivu,29.7,265.3,67.6,1.05,Guava,412.98,Jackfruit,432.85
5/20/2022,Nuwara Eliya,33.7,217.6,88.7,1.92,Guava,453.43,Jackfruit,67.26
5/20/2022,Polonnaruwa,36,167.4,65.8,2,Guava,76.69,Jackfruit,178.86
5/20/2022,Puttalam,21.6,374.6,59.4,1.15,Guava,465.9,Jackfruit,118.68
5/20/2022,Ratnapura,23.2,376.8,69.1,0.97,Guava,454.36,Jackfruit,252.42
5/20/2022,Trincomalee,37.6,300.7,90.2,1.58,Guava,216.77,Jackfruit,391.44
5/20/2022,Vavuniya,27.9,378.7,89.2,0.66,Guava,399.39,Jackfruit,399.58
5/20/2022,Ampara,32.9,53,73.9,1.23,Passion Fruit,151.8,Breadfruit,365.77
5/20/2022,Anuradhapura,27.7,210.3,88,1.63,Passion Fruit,468.96,Breadfruit,320.95
5/20/2022,Badulla,27.3,138.3,57.8,1.12,Passion Fruit,203.46,Breadfruit,96.24
5/20/2022,Batticaloa,36.1,26.2,60.7,1.78,Passion Fruit,374.88,Breadfruit,322.88
5/20/2022,Colombo,26,334.6,83.5,0.85,Passion Fruit,355.69,Breadfruit,130.16
5/20/2022,Galle,26.3,103.9,90.1,1.36,Passion Fruit,415.11,Breadfruit,183.39
5/20/2022,Gampaha,36,262.4,66.9,1.84,Passion Fruit,76.11,Breadfruit,426.58
5/20/2022,Hambantota,27.5,181.3,53.3,1.83,Passion Fruit,448.04,Breadfruit,89.39
5/20/2022,Jaffna,21.1,73.5,63,0.82,Passion Fruit,375.66,Breadfruit,355.86
5/20/2022,Kalutara,24.2,330.1,88.6,0.85,Passion Fruit,444.13,Breadfruit,352.08
5/20/2022,Kandy,34.8,107.8,84,1.21,Passion Fruit,116.83,Breadfruit,397.65
5/20/2022,Kegalle,33.3,0.4,62.8,0.5,Passion Fruit,446.09,Breadfruit,243.34
5/20/2022,Kilinochchi,30.2,174.2,55,1.7,Passion Fruit,455.9,Breadfruit,254.96
5/20/2022,Kurunegala,33,33.1,91.7,0.82,Passion Fruit,324.23,Breadfruit,314.82
5/20/2022,Mannar,26.1,372,57.9,1.96,Passion Fruit,449.13,Breadfruit,210.58
5/20/2022,Matale,20.9,254,73,1.45,Passion Fruit,290.71,Breadfruit,295.93
5/20/2022,Matara,28.5,243.9,63.5,0.71,Passion Fruit,369.37,Breadfruit,298.52
5/20/2022,Monaragala,26.7,394.6,72.6,1.74,Passion Fruit,141.09,Breadfruit,431.6
5/20/2022,Mullaitivu,29.7,265.3,67.6,1.05,Passion Fruit,492.81,Breadfruit,475.92
5/20/2022,Nuwara Eliya,33.7,217.6,88.7,1.92,Passion Fruit,230.75,Breadfruit,124.32
5/20/2022,Polonnaruwa,36,167.4,65.8,2,Passion Fruit,390.81,Breadfruit,449.72
5/20/2022,Puttalam,21.6,374.6,59.4,1.15,Passion Fruit,193.42,Breadfruit,84.38
5/20/2022,Ratnapura,23.2,376.8,69.1,0.97,Passion Fruit,457.55,Breadfruit,484.81
5/20/2022,Trincomalee,37.6,300.7,90.2,1.58,Passion Fruit,388.75,Breadfruit,475.79
5/20/2022,Vavuniya,27.9,378.7,89.2,0.66,Passion Fruit,283.87,Breadfruit,215.84
5/20/2022,Ampara,32.9,53,73.9,1.23,Rambutan,216.63,Taro,311.2
5/20/2022,Anuradhapura,27.7,210.3,88,1.63,Rambutan,370.51,Taro,442.05
